"Time (s)","Latitude (Â°)","Longitude (Â°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (Â°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
6.079825149E2,4.289414158E1,-7.887668839E1,1.896819127E2,1.552173772E2,7.672735802E0,1.031613617E2,9.223101573E0,4.753622085E0,3.350763213E0,-1.000000000E0
6.089825115E2,4.289412670E1,-7.887660507E1,1.897336442E2,1.552691721E2,7.131870546E0,1.031613617E2,9.229681480E0,4.754610866E0,3.349360020E0,-1.000000000E0
6.099825071E2,4.289411112E1,-7.887652714E1,1.897351274E2,1.552707188E2,6.674824835E0,1.031613617E2,9.235104927E0,4.753387278E0,3.351096301E0,-1.000000000E0
6.109825035E2,4.289410020E1,-7.887646226E1,1.898707036E2,1.554063426E2,5.788883098E0,1.031613617E2,9.240271184E0,4.753920618E0,3.350339654E0,-1.000000000E0
6.119824995E2,4.289408880E1,-7.887640078E1,1.898883967E2,1.554240835E2,5.262354684E0,1.031613617E2,9.244597892E0,4.751732621E0,3.353442132E0,-1.000000000E0
6.129824958E2,4.289408109E1,-7.887634872E1,1.899525105E2,1.554882330E2,4.481088476E0,1.032480621E2,9.248343682E0,4.751275460E0,3.354089822E0,-1.000000000E0
6.139824915E2,4.289407533E1,-7.887630342E1,1.899854744E2,1.555212255E2,3.985349607E0,1.032480621E2,9.251531916E0,4.749852905E0,3.356104053E0,-1.000000000E0
6.149824878E2,4.289407080E1,-7.887626477E1,1.899214181E2,1.554571926E2,3.535828718E0,1.032480621E2,9.255267894E0,4.750803153E0,3.354758775E0,-1.000000000E0
6.159824830E2,4.289406568E1,-7.887621944E1,1.899353995E2,1.554712011E2,3.659341678E0,1.032480621E2,9.259294204E0,4.752334386E0,3.352589286E0,-1.000000000E0
6.169824795E2,4.289405701E1,-7.887617146E1,1.900240044E2,1.555598428E2,3.805461302E0,1.032480621E2,9.264470671E0,4.756230459E0,3.347059732E0,-1.000000000E0
6.179824754E2,4.289403155E1,-7.887611826E1,1.900821527E2,1.556180715E2,4.389495010E0,1.032480621E2,9.270103383E0,4.759236983E0,3.342783327E0,-1.000000000E0
6.189824713E2,4.289401990E1,-7.887605096E1,1.901110276E2,1.556469967E2,4.952235003E0,1.032480621E2,9.276156014E0,4.763035371E0,3.337368887E0,-1.000000000E0
6.199824675E2,4.289400738E1,-7.887597866E1,1.902016840E2,1.557377071E2,5.492351922E0,1.032480621E2,9.282674207E0,4.766809387E0,3.331976186E0,-1.000000000E0
6.209824635E2,4.289399390E1,-7.887590079E1,1.902404943E2,1.557765756E2,6.031325323E0,1.032480621E2,9.289694813E0,4.770244565E0,3.327056329E0,-1.000000000E0
6.219824597E2,4.289397938E1,-7.887581692E1,1.902884789E2,1.558246229E2,6.564884822E0,1.032480621E2,9.297022272E0,4.770914436E0,3.326095681E0,-1.000000000E0
6.229824560E2,4.289396423E1,-7.887572938E1,1.903371562E2,1.558733655E2,7.102965647E0,1.032480621E2,9.305235033E0,4.770469699E0,3.326733515E0,-1.000000000E0
6.239824520E2,4.289394766E1,-7.887563113E1,1.902691014E2,1.558053831E2,7.805053962E0,1.028115692E2,9.313481683E0,4.772065469E0,3.324444042E0,-1.000000000E0
6.249824481E2,4.289393116E1,-7.887553244E1,1.902449013E2,1.557812553E2,8.090567798E0,1.028115692E2,9.321727326E0,4.772605496E0,3.323668728E0,-1.000000000E0
6.259824437E2,4.289392683E1,-7.887543139E1,1.901615409E2,1.556979374E2,8.056609236E0,1.028115692E2,9.330029299E0,4.774239241E0,3.321321530E0,-1.000000000E0
6.269824396E2,4.289390374E1,-7.887533448E1,1.902666855E2,1.558031702E2,8.091611997E0,1.028115692E2,9.338195111E0,4.775998352E0,3.318791463E0,-1.000000000E0
6.279824363E2,4.289388634E1,-7.887523709E1,1.902996071E2,1.558361659E2,8.095160836E0,1.028115692E2,9.346196665E0,4.780695416E0,3.312021795E0,-1.000000000E0
6.289824319E2,4.289386892E1,-7.887514179E1,1.902639792E2,1.558006116E2,7.995676015E0,1.028115692E2,9.353861311E0,4.781267528E0,3.311195835E0,-1.000000000E0
6.299824280E2,4.289385314E1,-7.887505020E1,1.903073047E2,1.558440053E2,7.616935357E0,1.037876531E2,9.361380106E0,4.782796899E0,3.308986378E0,-1.000000000E0
6.309824250E2,4.289383726E1,-7.887496048E1,1.904206888E2,1.559574574E2,7.370382676E0,1.034841548E2,9.368337710E0,4.787025796E0,3.302865584E0,-1.000000000E0
6.319824204E2,4.289382287E1,-7.887487736E1,1.903264645E2,1.558632951E2,6.920501575E0,1.033597396E2,9.374512050E0,4.796588618E0,3.288962551E0,-1.000000000E0
6.329824162E2,4.289381358E1,-7.887480264E1,1.903824911E2,1.559193684E2,6.319758282E0,1.030688135E2,9.379821628E0,4.793179390E0,3.293929017E0,-1.000000000E0
6.339824129E2,4.289381124E1,-7.887473754E1,1.905161995E2,1.560531031E2,5.494397529E0,1.020294694E2,9.383654261E0,4.786140703E0,3.304148031E0,-1.000000000E0
6.349824090E2,4.289380564E1,-7.887469112E1,1.903525794E2,1.558895115E2,4.435595849E0,1.015887284E2,9.387069001E0,4.779618241E0,3.313576090E0,-1.000000000E0
6.359824045E2,4.289379557E1,-7.887465152E1,1.903264152E2,1.558633851E2,3.554384902E0,1.024070118E2,9.389790983E0,4.775802800E0,3.319072860E0,-1.000000000E0
6.369828000E2,4.289378826E1,-7.887461963E1,1.902299812E2,1.557669794E2,2.989642175E0,1.023331517E2,9.392517209E0,4.775731003E0,3.319176166E0,-1.000000000E0
6.379828063E2,4.289377950E1,-7.887458837E1,1.902753431E2,1.558123731E2,2.442680986E0,1.039304503E2,9.394915166E0,4.772255922E0,3.324170640E0,-1.000000000E0
6.389828081E2,4.289377140E1,-7.887456109E1,1.902572994E2,1.557943582E2,2.346003648E0,1.042648964E2,9.396532419E0,4.768440861E0,3.329640940E0,-1.000000000E0
6.399828148E2,4.289376067E1,-7.887454769E1,1.903275761E2,1.558646660E2,1.680630363E0,1.102203829E2,9.397274818E0,4.774398447E0,3.321092667E0,-1.000000000E0
6.409828196E2,4.289375539E1,-7.887454212E1,1.902871758E2,1.558242807E2,1.047003665E0,1.127162754E2,9.397766409E0,4.776721292E0,3.317750854E0,-1.000000000E0
6.419828207E2,4.289375874E1,-7.887453819E1,1.904705913E2,1.560076890E2,7.858868617E-1,1.127162778E2,9.397880615E0,4.774698133E0,3.320661797E0,-1.000000000E0
6.429828289E2,4.289375852E1,-7.887453956E1,1.907117028E2,1.562488007E2,3.634298274E-1,1.127162769E2,9.398182455E0,4.772681287E0,3.323559894E0,-1.000000000E0
6.439828390E2,4.289376119E1,-7.887454026E1,1.906431111E2,1.561802021E2,4.004758764E-2,1.127162763E2,9.398375390E0,4.771775253E0,3.324860594E0,-1.000000000E0
6.449828430E2,4.289376245E1,-7.887453864E1,1.906549292E2,1.561920174E2,0.000000000E0,1.035662308E2,9.398375390E0,4.768384324E0,3.329721906E0,-1.000000000E0
6.459828533E2,4.289376245E1,-7.887453864E1,1.906549292E2,1.561920174E2,0.000000000E0,1.127162773E2,9.398375390E0,4.768441620E0,3.329639853E0,-1.000000000E0
6.469828588E2,4.289376245E1,-7.887453864E1,1.906549292E2,1.561920174E2,0.000000000E0,1.127162773E2,9.398375390E0,4.766477030E0,3.332451613E0,-1.000000000E0
6.479828606E2,4.289376245E1,-7.887453864E1,1.906549292E2,1.561920174E2,0.000000000E0,1.127162773E2,9.398375390E0,4.767065568E0,3.331609657E0,-1.000000000E0
6.489828683E2,4.289376245E1,-7.887453864E1,1.906549292E2,1.561920174E2,0.000000000E0,1.127162773E2,9.398375390E0,4.766243331E0,3.332785853E0,-1.000000000E0
6.499828748E2,4.289376245E1,-7.887453864E1,1.906549292E2,1.561920174E2,0.000000000E0,1.127162773E2,9.398375390E0,4.765067506E0,3.334466779E0,-1.000000000E0
6.509828763E2,4.289376245E1,-7.887453864E1,1.906549292E2,1.561920174E2,0.000000000E0,1.127162773E2,9.398375390E0,4.767429522E0,3.331088828E0,-1.000000000E0
6.519828771E2,4.289376245E1,-7.887453864E1,1.906549292E2,1.561920174E2,0.000000000E0,1.127162773E2,9.399901190E0,4.765597620E0,3.333709099E0,-1.000000000E0
6.529828783E2,4.289377576E1,-7.887453406E1,1.905454436E2,1.560825000E2,6.963777159E-2,1.127162795E2,9.400081486E0,4.765243389E0,3.334215421E0,-1.000000000E0
6.539828744E2,4.289377709E1,-7.887453532E1,1.904670267E2,1.560040793E2,1.883848112E-2,1.127162786E2,9.400326190E0,4.765304516E0,3.334128058E0,-1.000000000E0
6.549828738E2,4.289377803E1,-7.887453260E1,1.905045377E2,1.560415887E2,1.721990662E-1,1.127162803E2,9.401246475E0,4.763848822E0,3.336207642E0,-1.000000000E0
6.559828770E2,4.289377751E1,-7.887452133E1,1.906923062E2,1.562293621E2,5.100450514E-1,1.127162878E2,9.402518352E0,4.765346441E0,3.334068135E0,-1.000000000E0
6.569828713E2,4.289377203E1,-7.887450763E1,1.908703291E2,1.564074030E2,5.959814292E-1,1.127162972E2,9.404885412E0,4.765021376E0,3.334532699E0,-1.000000000E0
6.579828703E2,4.289376945E1,-7.887447878E1,1.912352349E2,1.567723244E2,4.184064007E-1,1.045767163E2,9.411284316E0,4.757020624E0,3.345936613E0,-1.000000000E0
6.589828684E2,4.289375473E1,-7.887440285E1,1.911877892E2,1.567249393E2,4.062794305E0,1.044550091E2,9.415732584E0,4.761685867E0,3.339294048E0,-1.000000000E0
6.599828665E2,4.289374521E1,-7.887434981E1,1.912588546E2,1.567960452E2,4.233413987E0,1.043563648E2,9.421250440E0,4.759712981E0,3.342105530E0,-1.000000000E0
6.609828639E2,4.289371615E1,-7.887429491E1,1.913492989E2,1.568865796E2,4.565778021E0,1.036070862E2,9.426390303E0,4.759360719E0,3.342607153E0,-1.000000000E0
6.619828627E2,4.289370524E1,-7.887423360E1,1.914357795E2,1.569731068E2,4.839366507E0,1.036070862E2,9.431664299E0,4.763421995E0,3.336817036E0,-1.000000000E0
6.629828614E2,4.289369404E1,-7.887417069E1,1.914914935E2,1.570288686E2,5.186813309E0,1.036070862E2,9.437951660E0,4.768368845E0,3.329744072E0,-1.000000000E0
6.639828583E2,4.289368069E1,-7.887409569E1,1.913651647E2,1.569025968E2,5.903128740E0,1.036070862E2,9.445585917E0,4.770200233E0,3.327119892E0,-1.000000000E0
6.649828560E2,4.289366613E1,-7.887400411E1,1.914271082E2,1.569646055E2,6.927702097E0,1.026358185E2,9.453020704E0,4.773999656E0,3.321665894E0,-1.000000000E0
6.659828537E2,4.289365146E1,-7.887391507E1,1.914536388E2,1.569912008E2,7.429542997E0,1.026447220E2,9.461251184E0,4.781154277E0,3.311359360E0,-1.000000000E0
6.669828516E2,4.289363520E1,-7.887381651E1,1.915608262E2,1.570984598E2,7.952581819E0,1.026447220E2,9.469796128E0,4.787685119E0,3.301909786E0,-1.000000000E0
6.679828482E2,4.289361832E1,-7.887371417E1,1.915495802E2,1.570872883E2,8.258619296E0,1.026447220E2,9.478729656E0,4.795663926E0,3.290310706E0,-1.000000000E0
6.689828467E2,4.289359911E1,-7.887360769E1,1.916042156E2,1.571420052E2,8.686964060E0,1.037235641E2,9.488098566E0,4.810462957E0,3.268636286E0,-1.000000000E0
6.699828434E2,4.289357802E1,-7.887349635E1,1.917263717E2,1.572642492E2,8.893305422E0,1.037235641E2,9.496999080E0,4.775190179E0,3.319954184E0,-1.000000000E0
6.709828404E2,4.289355796E1,-7.887339057E1,1.918891830E2,1.574271438E2,8.996997768E0,1.036496506E2,9.506364046E0,4.788050233E0,3.301380317E0,-1.000000000E0
6.719828389E2,4.289353963E1,-7.887327837E1,1.917320299E2,1.572700719E2,9.249525764E0,1.036496506E2,9.516271666E0,4.803381849E0,3.279033371E0,-1.000000000E0
6.729828355E2,4.289351726E1,-7.887316064E1,1.917589184E2,1.572970535E2,9.635317603E0,1.036496506E2,9.526391822E0,4.819832553E0,3.254804325E0,-1.000000000E0
6.739828326E2,4.289349088E1,-7.887304175E1,1.920354721E2,1.575737106E2,9.824867665E0,1.036496506E2,9.536560331E0,4.823258843E0,3.249724783E0,-1.000000000E0
6.749828293E2,4.289347293E1,-7.887291935E1,1.919095918E2,1.574479137E2,1.005755675E1,1.034738541E2,9.547284776E0,4.817704951E0,3.257952737E0,-1.000000000E0
6.759828261E2,4.289345156E1,-7.887279098E1,1.918066500E2,1.573450657E2,1.048020997E1,1.034738541E2,9.558188988E0,4.817000662E0,3.258993963E0,-1.000000000E0
6.769828223E2,4.289342582E1,-7.887266182E1,1.919686605E2,1.575071813E2,1.076279554E1,1.034738541E2,9.568738744E0,4.818816380E0,3.256308605E0,-1.000000000E0
6.779828200E2,4.289340638E1,-7.887253506E1,1.918899827E2,1.574285920E2,1.084508367E1,1.035931320E2,9.579368335E0,4.816235796E0,3.260124199E0,-1.000000000E0
6.789828166E2,4.289338330E1,-7.887240844E1,1.920244152E2,1.575631221E2,1.086659285E1,1.035931320E2,9.590041410E0,4.818805488E0,3.256324723E0,-1.000000000E0
6.799828136E2,4.289336194E1,-7.887228071E1,1.920112878E2,1.575500883E2,1.072596256E1,1.024621048E2,9.600497344E0,4.819918766E0,3.254676654E0,-1.000000000E0
6.809828100E2,4.289333985E1,-7.887215595E1,1.918942206E2,1.574331157E2,1.054887682E1,1.024621048E2,9.610653884E0,4.816877151E0,3.259176513E0,-1.000000000E0
6.819828073E2,4.289331938E1,-7.887203445E1,1.919244391E2,1.574634236E2,1.032160593E1,1.024621048E2,9.620833591E0,4.816082358E0,3.260350863E0,-1.000000000E0
6.829828041E2,4.289330059E1,-7.887191215E1,1.919979666E2,1.575370366E2,1.014260773E1,1.024621048E2,9.630707415E0,4.808933528E0,3.270886020E0,-1.000000000E0
6.839828006E2,4.289328375E1,-7.887179314E1,1.919516125E2,1.574907621E2,1.003789325E1,1.027592850E2,9.641007517E0,4.800140059E0,3.283777162E0,-1.000000000E0
6.849827974E2,4.289326239E1,-7.887167011E1,1.916114280E2,1.571506698E2,1.021046616E1,1.032486877E2,9.651693346E0,4.795673784E0,3.290296338E0,-1.000000000E0
6.859827936E2,4.289324126E1,-7.887154215E1,1.915555026E2,1.570948375E2,1.055551500E1,1.032486877E2,9.662875835E0,4.795011436E0,3.291261515E0,-1.000000000E0
6.869827906E2,4.289321743E1,-7.887140879E1,1.914012506E2,1.569406871E2,1.104509312E1,1.032486877E2,9.674184127E0,4.797685638E0,3.287362096E0,-1.000000000E0
6.879827873E2,4.289319429E1,-7.887127362E1,1.912255960E2,1.567651330E2,1.126785498E1,1.032486877E2,9.685252689E0,4.804525533E0,3.277357386E0,-1.000000000E0
6.889827833E2,4.289317129E1,-7.887114143E1,1.910087250E2,1.565483612E2,1.112677208E1,1.024848328E2,9.696372319E0,4.801917213E0,3.281177854E0,-1.000000000E0
6.899827791E2,4.289315246E1,-7.887100737E1,1.909269737E2,1.564666992E2,1.111709295E1,1.026550369E2,9.707573800E0,4.796194548E0,3.289537185E0,-1.000000000E0
6.909827768E2,4.289313179E1,-7.887087280E1,1.910419802E2,1.565817998E2,1.112942521E1,1.026550369E2,9.718125361E0,4.794261308E0,3.292354104E0,-1.000000000E0
6.919827729E2,4.289311083E1,-7.887074647E1,1.906941345E2,1.562340463E2,1.095906910E1,1.028486710E2,9.729078793E0,4.789206870E0,3.299702197E0,-1.000000000E0
6.929827700E2,4.289308980E1,-7.887061511E1,1.905037904E2,1.560437962E2,1.090949915E1,1.032520676E2,9.739864762E0,4.788461525E0,3.300783734E0,-1.000000000E0
6.939827662E2,4.289306920E1,-7.887048573E1,1.903278222E2,1.558679203E2,1.091262007E1,1.032520676E2,9.751399448E0,4.789730017E0,3.298942769E0,-1.000000000E0
6.949827623E2,4.289304437E1,-7.887034825E1,1.904221810E2,1.559623846E2,1.125723972E1,1.032520676E2,9.763055014E0,4.793413423E0,3.293588437E0,-1.000000000E0
6.959827586E2,4.289302035E1,-7.887020898E1,1.903183547E2,1.558586622E2,1.154494965E1,1.032520676E2,9.774655989E0,4.799565851E0,3.284616366E0,-1.000000000E0
6.969827555E2,4.289299587E1,-7.887007056E1,1.902107618E2,1.557511742E2,1.162855559E1,1.033640900E2,9.786376780E0,4.803536254E0,3.278807175E0,-1.000000000E0
6.979827515E2,4.289297033E1,-7.886993097E1,1.902166593E2,1.557571796E2,1.163684424E1,1.033640900E2,9.798326985E0,4.804019736E0,3.278098749E0,-1.000000000E0
6.989827480E2,4.289294636E1,-7.886978797E1,1.901531998E2,1.556938252E2,1.167959700E1,1.033640900E2,9.810318396E0,4.803601452E0,3.278711657E0,-1.000000000E0
6.999827439E2,4.289292448E1,-7.886964383E1,1.901387223E2,1.556794478E2,1.169263887E1,1.001553802E2,9.822061966E0,4.806709489E0,3.274153466E0,-1.000000000E0
7.009827403E2,4.289290685E1,-7.886950170E1,1.901108893E2,1.556517036E2,1.171051256E1,9.959401703E1,9.833892687E0,4.798708091E0,3.285869396E0,-1.000000000E0
7.019827373E2,4.289290024E1,-7.886935676E1,1.901372940E2,1.556781704E2,1.171404726E1,9.727368164E1,9.845926006E0,4.792815500E0,3.294458471E0,-1.000000000E0
7.029827331E2,4.289289123E1,-7.886920955E1,1.900066106E2,1.555475558E2,1.201484300E1,9.727368164E1,9.858215991E0,4.787179621E0,3.302642625E0,-1.000000000E0
7.039827300E2,4.289287740E1,-7.886905988E1,1.899091534E2,1.554501803E2,1.227050315E1,9.681815338E1,9.870782773E0,4.781420573E0,3.310974832E0,-1.000000000E0
7.049827257E2,4.289287157E1,-7.886890582E1,1.897319578E2,1.552730477E2,1.255517837E1,9.561053467E1,9.883307294E0,4.776371576E0,3.318254300E0,-1.000000000E0
7.059827224E2,4.289286724E1,-7.886875219E1,1.896516512E2,1.551928002E2,1.271889140E1,9.583497620E1,9.896377257E0,4.772780129E0,3.323417950E0,-1.000000000E0
7.069827188E2,4.289285555E1,-7.886859255E1,1.895738005E2,1.551150289E2,1.292070799E1,9.441084290E1,9.909461494E0,4.769183374E0,3.328577321E0,-1.000000000E0
7.079827154E2,4.289284755E1,-7.886843231E1,1.895780460E2,1.551193447E2,1.312590818E1,9.232895660E1,9.922987592E0,4.767407180E0,3.331120804E0,-1.000000000E0
7.089827119E2,4.289283832E1,-7.886826675E1,1.893558723E2,1.548972462E2,1.341872216E1,9.232895660E1,9.936596210E0,4.765239101E0,3.334221550E0,-1.000000000E0
7.099827087E2,4.289283266E1,-7.886809988E1,1.893116297E2,1.548530701E2,1.355506068E1,9.104422760E1,9.950519070E0,4.762505020E0,3.338125666E0,-1.000000000E0
7.109827037E2,4.289283055E1,-7.886792900E1,1.892283449E2,1.547698443E2,1.386167340E1,8.968447876E1,9.965122179E0,4.761025213E0,3.340235913E0,-1.000000000E0
7.119827006E2,4.289282868E1,-7.886774976E1,1.888657214E2,1.544072817E2,1.449579224E1,8.879422760E1,9.980246077E0,4.755662199E0,3.347867094E0,-1.000000000E0
7.129826969E2,4.289283088E1,-7.886756413E1,1.886349017E2,1.541765147E2,1.502731309E1,8.787065887E1,9.995677973E0,4.750504334E0,3.355181904E0,-1.000000000E0
7.139826925E2,4.289283443E1,-7.886737477E1,1.886815527E2,1.542232162E2,1.538616698E1,8.657890320E1,1.001116631E1,4.744543938E0,3.363605187E0,-1.000000000E0
7.149826890E2,4.289284397E1,-7.886718509E1,1.888718410E2,1.544135400E2,1.545107903E1,8.561708832E1,1.002723369E1,4.742316266E0,3.366745233E0,-1.000000000E0
7.159826852E2,4.289285616E1,-7.886698856E1,1.890004104E2,1.545421404E2,1.562349921E1,8.561708832E1,1.004251981E1,4.740229478E0,3.369682704E0,-1.000000000E0
7.169826813E2,4.289286995E1,-7.886680186E1,1.896540349E2,1.551957889E2,1.549275485E1,8.495838165E1,1.005781278E1,4.733519002E0,3.379102675E0,-1.000000000E0
7.179826776E2,4.289288362E1,-7.886661507E1,1.902678978E2,1.558096760E2,1.553707160E1,8.337516022E1,1.007353600E1,4.723064156E0,3.393700342E0,-1.000000000E0
7.189826739E2,4.289290217E1,-7.886642373E1,1.907582319E2,1.563000235E2,1.571272924E1,8.337516022E1,1.008944304E1,4.718187679E0,3.400476740E0,-1.000000000E0
7.199826704E2,4.289292147E1,-7.886623025E1,1.914343675E2,1.569761713E2,1.596851726E1,8.196967316E1,1.010577574E1,4.713944412E0,3.406356575E0,-1.000000000E0
7.209826667E2,4.289294259E1,-7.886603185E1,1.920785640E2,1.576203769E2,1.626089906E1,8.027289581E1,1.012242775E1,4.710645702E0,3.410916900E0,-1.000000000E0
7.219826634E2,4.289296859E1,-7.886583054E1,1.925587526E2,1.581005634E2,1.665806895E1,7.859101868E1,1.013968621E1,4.707401714E0,3.415392530E0,-1.000000000E0
7.229826591E2,4.289300025E1,-7.886562314E1,1.929581873E2,1.584999835E2,1.716907789E1,7.794759369E1,1.015732907E1,4.704049846E0,3.420007614E0,-1.000000000E0
7.239826560E2,4.289303218E1,-7.886541100E1,1.932841898E2,1.588259723E2,1.768306180E1,7.683358765E1,1.017556672E1,4.700355555E0,3.425083165E0,-1.000000000E0
7.249826521E2,4.289306972E1,-7.886519307E1,1.934003274E2,1.589420839E2,1.811273700E1,7.609410858E1,1.019400588E1,4.697487962E0,3.429015001E0,-1.000000000E0
7.259826477E2,4.289311285E1,-7.886497451E1,1.933322204E2,1.588739371E2,1.841611953E1,7.424472046E1,1.021280592E1,4.696495917E0,3.430373614E0,-1.000000000E0
7.269826440E2,4.289315972E1,-7.886475278E1,1.929872250E2,1.585288934E2,1.878567738E1,7.424472046E1,1.023191514E1,4.694946269E0,3.432494220E0,-1.000000000E0
7.279826406E2,4.289320849E1,-7.886452785E1,1.927498578E2,1.582914740E2,1.915766870E1,7.303768921E1,1.025148673E1,4.693081982E0,3.435042728E0,-1.000000000E0
7.289826363E2,4.289326560E1,-7.886430060E1,1.917825571E2,1.573241010E2,1.956202522E1,7.099953461E1,1.027138561E1,4.691093757E0,3.437757466E0,-1.000000000E0
7.299826332E2,4.289332703E1,-7.886407118E1,1.912380816E2,1.567795430E2,2.000540203E1,6.921470642E1,1.029191976E1,4.688179035E0,3.441731304E0,-1.000000000E0
7.309826297E2,4.289339312E1,-7.886383581E1,1.905775330E2,1.561189019E2,2.047744029E1,6.928985596E1,1.031302011E1,4.685713370E0,3.445087408E0,-1.000000000E0
7.319826258E2,4.289346449E1,-7.886359582E1,1.896870004E2,1.552282652E2,2.093379737E1,6.583533478E1,1.033437123E1,4.687204063E0,3.443058975E0,-1.000000000E0
7.329826219E2,4.289354061E1,-7.886335520E1,1.886598791E2,1.542010278E2,2.132980611E1,6.583533478E1,1.035618485E1,4.687105088E0,3.443193710E0,-1.000000000E0
7.339826180E2,4.289362329E1,-7.886311237E1,1.876580393E2,1.531990561E2,2.169066110E1,6.404022217E1,1.037825879E1,4.686963989E0,3.443385775E0,-1.000000000E0
7.349826138E2,4.289371309E1,-7.886287070E1,1.874416166E2,1.529824834E2,2.195259390E1,6.235166931E1,1.040059225E1,4.683047181E0,3.448710793E0,-1.000000000E0
7.359826101E2,4.289381054E1,-7.886263099E1,1.862196459E2,1.517603427E2,2.221718148E1,6.129822922E1,1.042277638E1,4.680628477E0,3.451992771E0,-1.000000000E0
7.369826071E2,4.289390664E1,-7.886239234E1,1.864166897E2,1.519572195E2,2.236596550E1,6.129822922E1,1.044517271E1,4.678207842E0,3.455272554E0,-1.000000000E0
7.379826027E2,4.289400450E1,-7.886215205E1,1.864937081E2,1.520340669E2,2.253240327E1,6.059445572E1,1.046777375E1,4.675675981E0,3.458697898E0,-1.000000000E0
7.389825984E2,4.289410600E1,-7.886191167E1,1.866462299E2,1.521864086E2,2.267787537E1,6.110476685E1,1.049039691E1,4.681160020E0,3.451271925E0,-1.000000000E0
7.399825951E2,4.289420251E1,-7.886166720E1,1.865201716E2,1.520601841E2,2.278131709E1,6.110476685E1,1.051341690E1,4.685321370E0,3.445620510E0,-1.000000000E0
7.409825916E2,4.289430217E1,-7.886141951E1,1.868503135E2,1.523901528E2,2.289106448E1,6.132352066E1,1.053639724E1,4.688438724E0,3.441377539E0,-1.000000000E0
7.419825877E2,4.289440105E1,-7.886117180E1,1.869429788E2,1.524826468E2,2.296177096E1,6.132352066E1,1.055918893E1,4.691910088E0,3.436643241E0,-1.000000000E0
7.429825841E2,4.289449805E1,-7.886092533E1,1.869788926E2,1.525183936E2,2.299916011E1,6.132352066E1,1.058221163E1,4.694351873E0,3.433307082E0,-1.000000000E0
7.439825808E2,4.289459370E1,-7.886067468E1,1.876089593E2,1.531482981E2,2.300013578E1,6.104211426E1,1.060526243E1,4.697352352E0,3.429200770E0,-1.000000000E0
7.449825771E2,4.289469300E1,-7.886042629E1,1.879757610E2,1.535149275E2,2.298231841E1,6.104211426E1,1.062820767E1,4.698553317E0,3.427555070E0,-1.000000000E0
7.459825726E2,4.289479264E1,-7.886017963E1,1.883560711E2,1.538950640E2,2.293504021E1,6.104211426E1,1.065099907E1,4.700675890E0,3.424643515E0,-1.000000000E0
7.469825689E2,4.289489346E1,-7.885993604E1,1.886417556E2,1.541805709E2,2.292444289E1,6.104211426E1,1.067396283E1,4.702272049E0,3.422451550E0,-1.000000000E0
7.479825659E2,4.289499371E1,-7.885968958E1,1.887834504E2,1.543220905E2,2.294199087E1,6.102822113E1,1.069691286E1,4.703609801E0,3.420612792E0,-1.000000000E0
7.489825613E2,4.289509590E1,-7.885944481E1,1.885102866E2,1.540487459E2,2.298915669E1,6.102822113E1,1.071977797E1,4.704252078E0,3.419729436E0,-1.000000000E0
7.499825580E2,4.289519524E1,-7.885919905E1,1.886660016E2,1.542042876E2,2.290779051E1,6.102822113E1,1.074236508E1,4.705133328E0,3.418516843E0,-1.000000000E0
7.509825536E2,4.289529187E1,-7.885895516E1,1.890243487E2,1.545624677E2,2.276796427E1,6.102822113E1,1.076498424E1,4.706345483E0,3.416847850E0,-1.000000000E0
7.519825492E2,4.289539121E1,-7.885871285E1,1.890530528E2,1.545909974E2,2.265812507E1,6.127790451E1,1.078750548E1,4.707306831E0,3.415523302E0,-1.000000000E0
7.529825460E2,4.289548976E1,-7.885847133E1,1.892900200E2,1.548277919E2,2.256327541E1,6.097847366E1,1.081010143E1,4.708114681E0,3.414409639E0,-1.000000000E0
7.539825430E2,4.289558720E1,-7.885822791E1,1.893384938E2,1.548760964E2,2.250767254E1,6.097847366E1,1.083262469E1,4.709876048E0,3.411979578E0,-1.000000000E0
7.549825386E2,4.289568690E1,-7.885798723E1,1.891869818E2,1.547244085E2,2.247968996E1,6.097847366E1,1.085500647E1,4.709477304E0,3.412529935E0,-1.000000000E0
7.559825355E2,4.289578450E1,-7.885774694E1,1.892569130E2,1.547941689E2,2.241115563E1,6.110928345E1,1.087751008E1,4.708914745E0,3.413306162E0,-1.000000000E0
7.569825313E2,4.289588361E1,-7.885750607E1,1.892123194E2,1.547494009E2,2.231948309E1,6.119346237E1,1.089903807E1,4.708149120E0,3.414362151E0,-1.000000000E0
7.579825281E2,4.289597688E1,-7.885727449E1,1.893690795E2,1.549059984E2,2.205046727E1,6.119346237E1,1.092144291E1,4.708161650E0,3.414344873E0,-1.000000000E0
7.589825233E2,4.289607514E1,-7.885703437E1,1.889496060E2,1.544863523E2,2.205916827E1,6.111332703E1,1.094360174E1,4.707550678E0,3.415187206E0,-1.000000000E0
7.599825196E2,4.289617452E1,-7.885679859E1,1.888829923E2,1.544195619E2,2.199030498E1,6.111332703E1,1.096525673E1,4.706494563E0,3.416642499E0,-1.000000000E0
7.609825165E2,4.289626822E1,-7.885656555E1,1.889782564E2,1.545146627E2,2.180924600E1,6.111332703E1,1.098672033E1,4.721203713E0,3.396288052E0,-1.000000000E0
